ID,Subject,Services,ProgramServiceSubject,Section,SectionItem,Contents,StatePlanSection,PlanPage,pdfPageNumber,EffectiveDate,TransmittalNumber,Superseded1,Superseded2,Superseded3,Superseded4,Superseded5,Superseded6,Superseded7,Superseded8,Superseded9,Superseded10,Superseded11,Superseded12,Superseded13,Superseded14,Superseded15,Superseded16,Superseded17,Superseded18,Superseded19,Superseded20,Superseded21,Superseded22,Superseded23,Superseded24,Superseded25
1176,ICF/IID,IID,,State Assurances for ICF/IID-Attachment 4,,Assurances,86-2(A-1) RAI,Page 10,1189,1/1/86,86-2(A-1),SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1177,ICF/IID,IID,,State Assurances for ICF/IID,,Assurances,86-06 RAI ,Page 01,1190,10/17/86,86-6,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1178,ICF/IID,IID,,State Assurances for ICF/IID,,Assurances,86-06 RAI ,Page 02,1191,10/17/86,86-6,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1179,ICF/IID,IID,,State Assurances for ICF/IID,,Assurances,86-06 RAI ,Page 03,1192,10/17/86,86-6,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1180,ICF/IID,IID,,State Assurances for ICF/IID,,Assurances,86-06 RAI ,Page 04,1193,10/17/86,86-6,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1181,ICF/IID,IID,,State Assurances for ICF/IID,,Assurances,86-06 RAI ,Page 05,1194,10/17/86,86-6,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1182,ICF/IID,IID,,State Assurances for ICF/IID,,Assurances,86-06 RAI ,Page 06,1195,10/17/86,86-6,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1183,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,State Public Process Complying with Section 1902(a)(13)(A) SSA,Attachment 4.19-D NF,Page i,1196,1/1/98,98-06,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1184,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,General,Attachment 4.19-D NF,Page 01,1197,9/1/01,17-Jan,00-14,96-18,,,,,,,,,,,,,,,,,,,,,,,
1185,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Cost Reporting,Attachment 4.19-D NF,Page 02,1198,9/1/96,96-18,85-02,,,,,,,,,,,,,,,,,,,,,,,,
1186,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Cost Finding Methodology,Attachment 4.19-D NF,Page 03,1199,9/1/03,13-Mar,96-18,,90-14,89-09,,,,,,,,,,,,,,,,,,,,,
1187,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Cost Finding Methodology,Attachment 4.19-D NF,Page 03a,1200,5/1/00,00-07,96-18,,,,,,,,,,,,,,,,,,,,,,,,
1188,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Cost Finding Methodology,Attachment 4.19-D NF,Page 03b,1201,9/1/96,96-18,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1189,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Rate Setting Methodology,Attachment 4.19-D NF,Page 04,1202,9/1/08,23-Aug,00-07,96-18,,,,,,,,,,,,,,,,,,,,,,,
1190,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Rate Setting Methodology,Attachment 4.19-D NF,Page 04a,1203,9/1/08,23-Aug,00-07,92-02,,,,,,,,,,,,,,,,,,,,,,,
1191,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Fixed Capital Asset Use Fee,Attachment 4.19-D NF,Page 04a.1,1204,5/1/00,00-07,90-33,,,,,,,,,,,,,,,,,,,,,,,,
1192,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Rate Setting Methodology,Attachment 4.19-D NF,Page 04a.2,1205,9/1/08,23-Aug,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,
1193,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Rate Setting Methodology,Attachment 4.19-D NF,Page 04a.3,1206,9/1/08,23-Aug,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,
1194,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Rate Setting Methodology,Attachment 4.19-D NF,Page 04a.4,1207,9/1/08,23-Aug,13-Mar,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,
1195,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Supplemental Reimbursement for Ventilator Dependent Residents,Attachment 4.19-D NF,Page 04b,1208,9/1/08,23-Aug,13-Mar,6-Jan,00-07,96-04,,,,,,,,,,,,,,,,,,,,,
1196,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Special Reimbursement Class,Attachment 4.19-D NF,Page 04c,1209,1/1/15,15-02,23-Aug,,,90-14,89-09,,,,,,,,,,,,,,,,,,,,
1197,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Payment Rate Determination,Attachment 4.19-D NF,Page 04d,1210,9/1/13,13-40,Oct-56,,,,,,,,,,,,,,,,,,,,,,,,
1198,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Payment Rate Determination,Attachment 4.19-D NF,Page 04d.1,1211,9/1/13,13-40,Oct-56,,,,,,,,,,,,,,,,,,,,,,,,
1199,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Compliance with OBRAs,Attachment 4.19-D NF,Page 04e,1212,9/1/08,23-Aug,9-Jun,,13-Mar,6-Jan,,,,,,,,,,,,,,,,,,,,,
1200,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Texas Index for Level of Effort,Attachment 4.19-D NF,Page 04e.1,1213,9/1/09,16-Sep,23-Aug,,,,,,,,,,,,,,,,,,,,,,,,
1201,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,Expired,RSM-SFY 2009 Only,Attachment 4.19-D NF,Page 04e.2,1214,9/1/08,23-Aug,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1202,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,Expired,RSM-SFY 2009 Only,Attachment 4.19-D NF,Page 04e.3,1215,9/1/08,23-Aug,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1203,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,RUG-III & Supplemental Reimbursement Group rate compenents,Attachment 4.19-D NF,Page 04e.4,1216,9/1/14,14-43,13-40,,,,,,,,,,,,,,,,,,,,,,,,
1204,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Liability Insurance Costs,Attachment 4.19-D NF,Page 04f,1217,9/1/01,17-Jan,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1205,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Allowable and Unallowable Costs,Attachment 4.19-D NF,Page 05,1218,9/1/00,00-14,96-18,,,,,,,,,,,,,,,,,,,,,,,,
1206,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06,1219,7/1/04,13-Apr,13-Mar,,17-Jan,5-Jan,00-07,SuperNone,,,,,,,,,,,,,,,,,,,
1207,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06a,1220,9/1/08,23-Aug,13-Apr,,17-Jan,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,
1208,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06b,1221,9/1/08,23-Aug,13-Apr,,17-Jan,5-Jan,00-07,SuperNone,,,,,,,,,,,,,,,,,,,
1209,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06c,1222,9/1/08,23-Aug,23-Jul,,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,,
1210,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06d,1223,9/1/07,23-Jul,9-Jun,,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,,
1211,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06e,1224,7/1/04,13-Apr,13-Mar,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,
1212,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06f,1225,7/1/04,13-Apr,13-Mar,14-Feb,,17-Jan,5-Jan,00-07,SuperNone,,,,,,,,,,,,,,,,,,
1213,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06g,1226,9/1/03,13-Mar,17-Jan,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,
1214,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06h,1227,9/1/03,13-Mar,17-Jan,00-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,
1215,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Direct Care Staff Rate Component,Attachment 4.19-D NF,Page 06i,1228,9/1/09,16-Sep,26-Apr,,13-Mar,14-Feb,5-Jan,00-07,SuperNone,,,,,,,,,,,,,,,,,,
1216,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Performance-based Add-on Payment Methodology,Attachment 4.19-D NF,Page 07,1229,9/1/00,00-17,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1217,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Performance-based Add-on Payment Methodology,Attachment 4.19-D NF,Page 07a,1230,9/1/00,00-17,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1218,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Performance-based Add-on Payment Methodology,Attachment 4.19-D NF,Page 07b,1231,9/1/00,00-17,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1219,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Performance-based Add-on Payment Methodology,Attachment 4.19-D NF,Page 07c,1232,9/1/00,00-17,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1220,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Performance-based Add-on Payment Methodology,Attachment 4.19-D NF,Page 07d,1233,9/1/00,00-17,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1221,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Performance-based Add-on Payment Methodology,Attachment 4.19-D NF,Page 07e,1234,9/1/00,00-17,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1222,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Performance-based Add-on Payment Methodology,Attachment 4.19-D NF,Page 07f,1235,9/1/00,00-17,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1223,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Reimbursement Rates for State Veterans Homes,Attachment 4.19-D NF,Page 08,1236,9/1/08,23-Aug,4-Jul,,,,,,,,,,,,,,,,,,,,,,,,
1224,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Reimbursement Rates for State Veterans Homes,Attachment 4.19-D NF,Page 08a,1237,9/1/07,4-Jul,13-Apr,,,,,,,,,,,,,,,,,,,,,,,,
1225,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Supplemental payments to qualifying non-state government-owned nursing facilities,Attachment 4.19-D NF,Page 09,1238,10/4/13,13-43,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,
1226,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Supplemental payments to qualifying non-state government-owned nursing facilities,Attachment 4.19-D NF,Page 09a,1239,10/4/13,13-43,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,
1227,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Supplemental payments to qualifying non-state government-owned nursing facilities,Attachment 4.19-D NF,Page 09b,1240,10/4/13,13-43,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,
1228,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Supplemental payments to qualifying non-state government-owned nursing facilities,Attachment 4.19-D NF,Page 09c,1241,10/4/13,13-43,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,
1229,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Supplemental payments to qualifying non-state government-owned nursing facilities,Attachment 4.19-D NF,Page 09d,1242,10/4/13,13-43,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1230,Nursing Facility,EPSDT,,Reimbursement Methodology for Nursing Facilities,,EPSDT Diagnostic and Treatment Services Not Otherwise Covered Under the State Plan,Attachment 4.19-D NF,Page 10,1243,4/1/90,90-27,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1231,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,MDS 2.0 Resident Assessment Form_Voucher for costs incurred to automate form.,Attachment 4.19-D NF,Page 11,1244,2/1/97,97-02,95-05,,,,,,,,,,,,,,,,,,,,,,,,
1232,Nursing Facility,,Reimbursement,Reimbursement Methodology for Nursing Facilities,,Blank Page,Attachment 4.19-D NF,Page 12,1245,1/1/95,95-06,93-37,,,,,,,,,,,,,,,,,,,,,,,,
1233,Nursing Facility,DME,ACD,Reimbursement Methodology for Nursing Facilities,,Augmentive Communication Device,Attachment 4.19-D NF,Page 13,1246,4/1/06,16-Jun,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1234,Nursing Facility,DME,Adaptive Aids/ Wheel Chairs,Reimbursement Methodology for Nursing Facilities,,"Customized Adaptive Aids, Customized Power Wheelchairs and Associated Seating Assessments",Attachment 4.19-D NF,Page 14,1247,2/1/13,13-08,1-Jul,,,,,,,,,,,,,,,,,,,,,,,,
1235,Nursing Facility,Therapies,Rehabilitative,Reimbursement Methodology for Nursing Facilities,13.d,Nursing Facility Rehabilitative and Specialized Services-PT OT ST,Attachment 4.19-D NF,Page 15,1248,3/22/08,4-Aug,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1236,Nursing Facility,,Assurances,Assurance and Findings Certification Statement,,A. State Assurances and Findings,AFCS,Page 01,1249,10/1/96,96-08,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1237,Nursing Facility,,Assurances,Assurance and Findings Certification Statement,,A. State Assurances and Findings,AFCS,Page 02,1250,10/1/96,96-08,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1238,Nursing Facility,,Assurances,Assurance and Findings Certification Statement,,B. State Assurances,AFCS,Page 03,1251,10/1/96,96-08,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1239,Nursing Facility,,Assurances,Assurance and Findings Certification Statement,,B. State Assurances,AFCS,Page 04,1252,10/1/96,96-08,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1240,Nursing Facility,,Assurances,Assurance and Findings Certification Statement,,C. Related Information,AFCS,Page 05,1253,10/1/96,96-08,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1241,Nursing Facility,,Assurances,State Assurance for Nursing Facilities,,As Required by 42 CFR 447.253(b)-(g),Attachment 4.19-D (1) NF,Page 01,1254,4/1/90,90-14,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1242,Nursing Facility,,Assurances,State Assurance for Nursing Facilities,,Related Information,Attachment 4.19-D (1) NF,Page 02,1255,4/1/90,90-14,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1243,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-09 RAI,Attachment 4.19-D (1),Page 01,1256,1/1/89,89-09,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1244,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-09 RAI,Attachment 4.19-D (1),Page 02,1257,1/1/89,89-09,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1245,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-09 RAI,Attachment 4.19-D (1),Page 03,1258,1/1/89,89-09,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1246,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-09 RAI,Attachment 4.19-D (1),Page 04,1259,1/1/89,89-09,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1247,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-09 RAI,Attachment 4.19-D (1),Page 05,1260,1/1/89,89-09,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1248,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-07 RAI ,Attachment 4.19-D (1),Page 01,1261,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1249,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-07 RAI ,Attachment 4.19-D (1),Page 02,1262,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1250,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-07 RAI ,Attachment 4.19-D (1),Page 03,1263,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1251,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-07 RAI ,Attachment 4.19-D (1),Page 04,1264,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1252,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-07 RAI ,Attachment 4.19-D (1),Page 05,1265,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1253,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-07 RAI ,Attachment 4.19-D (1),Page 06,1266,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1254,Nursing Facility,,,Reimbursement Methodology for Nursing Facilities,,89-07 RAI ,Attachment 4.19-D (1),Page 07,1267,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1255,Nursing Facility,,TILE Classificaton System,Texas Index for Level of Effort,,89-07 RAI_Supplemental Information Attachment A_Page 1,Attachment 4.19-D (1),Page 08,1268,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1256,Nursing Facility,,TILE Classificaton System,Texas Index for Level of Effort,,89-07 RAI_Supplemental Information Attachment A_Page 2,Attachment 4.19-D (1),Page 09,1269,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1257,Nursing Facility,,TILE Classificaton System,Texas Index for Level of Effort,,89-07 RAI_Supplemental Information Attachment A_Page 3,Attachment 4.19-D (1),Page 10,1270,1/1/89,89-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1258,Nursing Facility,,Claims,Definition of a Claim-Timely Claims Payment,,,Attachment 4.19-E ,Page 01,1271,11/16/94,94-30,88-20,83-07,79-17,,,,,,,,,,,,,,,,,,,,,,
1259,Nursing Facility,,Claims,Definition of a Claim-Timely Claims Payment,,,Attachment 4.19-E ,Page 02,1272,10/1/88,88-20,83-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,
1260,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,,Attachment 4.22-A ,Page 01,1273,2/15/90,90-22,87-14,82-06,SuperNone,,,,,,,,,,,,,,,,,,,,,,
1261,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A ,Page 02,1274,9/1/15,15-07,90-22,87-14,82-06,SuperNone,,,,,,,,,,,,,,,,,,,,,
1262,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02a,1275,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1263,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02b,1276,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1264,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02c,1277,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1265,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02d,1278,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1266,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02e,1279,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1267,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02f,1280,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1268,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02g,1281,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1269,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02h,1282,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1270,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02i,1283,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1271,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02j,1284,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1272,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02k,1285,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1273,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02l,1286,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1274,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A,Page 02m,1287,9/1/15,15-07,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1275,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,Trauma Diagnosis Codes,Attachment 4.22-A ,Page 03,1288,9/1/15,15-07,90-22,87-14,SuperNone,,,,,,,,,,,,,,,,,,,,,,
1276,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,,Attachment 4.22-A ,Page 04,1289,2/15/90,90-22,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1277,Third Party Liability,,,Requirements for Third Party Liability Identifying Liable Resources,,,Attachment 4.22-A ,Page 05,1290,2/15/90,90-22,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1278,Third Party Liability,,Claims,State Laws requiring Third parties to Provide Coverage Eligibility and Claims Data,,,Supplement 1 to Attachment 4.22-A,Page 01,1291,12/1/09,Sep-37,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1279,Third Party Liability,,Claims,Requirements for Third Party Liability Payment of Claims,,,Attachment 4.22-B ,Page 01,1292,4/1/04,12-Apr,90-22,87-14,SuperNone,,,,,,,,,,,,,,,,,,,,,,
1280,Third Party Liability,,Claims,Requirements for Third Party Liability Payment of Claims,,,Attachment 4.22-B ,Page 02,1293,2/22/13,13-02,90-22,87-14,SuperNone,,,,,,,,,,,,,,,,,,,,,,
1281,Third Party Liability,,Claims,Requirements for Third Party Liability Payment of Claims,,,Attachment 4.22-B ,Page 03,1294,2/15/90,90-22,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1282,,Coinsurance,Premiums,Requirements for Enrollment in Employer Base Group Health Insurance,,,Attachment 4.22-C ,Page 01,1295,9/1/94,92-03,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1283,,Coinsurance,Premiums,Requirements for Enrollment in Employer Base Group Health Insurance,,,Attachment 4.22-C ,Page 02,1296,9/1/94,92-03,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1284,,Coinsurance,Premiums,Requirements for Enrollment in Employer Base Group Health Insurance,,,Attachment 4.22-C ,Page 03,1297,9/1/94,92-03,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1285,,Coinsurance,Premiums,Requirements for Enrollment in Employer Base Group Health Insurance,,,Attachment 4.22-C ,Page 04,1298,9/1/94,92-03,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1286,,Sanctions,Enforcement,Sanctions for Psychiatric Hospitals,,,Attachment 4.30 ,Page 01,1299,11/5/90,92-35,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1287,,MCO,Enforcement,Sanctions for MCOs and PCCMs,,,Attachment 4.30 ,Page 02,1300,8/13/03,16-Mar,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1288,,Eligibility,Verification,Income and Eligibility Verification System Procedures Requests to Other State Agencies,,,Attachment 4.32-A ,Page 01,1301,9/30/86,86-19,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1289,,Eligibility,Homeless Population,Method for Issuance of Medicaid Eligibility Cards to Homeless Individuals,,,Attachment 4.33-A ,Page 01,1302,1/1/87,87-10,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1290,Death,Advance Directives,,Requirements for Advance Directives under State Plans for Medical Assistance,,,Attachment 4.34-A ,Page 01,1303,12/1/91,91-31,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1291,Death,Advance Directives,,Requirements for Advance Directives under State Plans for Medical Assistance,,I. Directive to Physicians/Living Will,Attachment 4.34-A,Page 01a,1304,12/1/91,91-31,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1292,Death,Advance Directives,,Requirements for Advance Directives under State Plans for Medical Assistance,,II. Durable Power of Attorney,Attachment 4.34-A,Page 01b,1305,12/1/91,91-31,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
1293,Death,Advance Directives,,Requirements for Advance Directives under State Plans for Medical Assistance,,,Attachment 4.34-A,Page 01c,1306,12/1/91,91-31,SuperNone,,,,,,,,,,,,,,,,,,,,,,,,
